TRAVEL_ID,LODGING_NM,LODGING_PAYMENT_SEQ,LODGING_TYPE_CD,RSVT_YN,CHK_IN_DT_MIN,CHK_OUT_DT_MIN,PAYMENT_NUM,BRNO,STORE_NM,ROAD_NM_ADDR,LOTNO_ADDR,ROAD_NM_CD,LOTNO_CD,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC
a_a001297,송도센트럴파크호텔,1,1,Y,2022-09-04 00:00:00.000,2022-09-05 00:00:00.000,1,,THE CENTRAL PARK HOTEL SONGDO,인천 연수구 테크노파크로 193,인천 연수구 송도동 38,3152031.0,2818510600.0,2022-09-04 00:00:00.000,1.0,110000,호텔숙박비
a_a000951,PJ호텔,1,1,Y,2022-08-31 00:00:00.000,2022-09-02 00:00:00.000,1,2208742885.0,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713.0,1168010600.0,2022-08-30 00:00:00.000,3.0,75800,호텔피제이명동
a_a000712,운악채한옥마을,1,6,Y,2022-09-01 00:00:00.000,2022-09-02 00:00:00.000,2,,한옥14,,,,,2022-09-01 00:00:00.000,1.0,235000,(복층)독채-불멍가능
a_a001623,더스테이호텔,0,1,Y,2022-09-14 00:00:00.000,2022-09-15 00:00:00.000,1,,,서울 중구 명동8가길 31,서울 중구 충무로2가 12-19,,,,1.0,4500,
a_a000097,그랜드워커힐서울,0,1,Y,2022-08-08 00:00:00.000,2022-08-11 00:00:00.000,5,,,서울 광진구 워커힐로 177,서울 광진구 광장동 22-1,,,,1.0,2371100,
a_a004007,글래드 마포,2,1,Y,2022-10-14 00:00:00.000,2022-10-15 00:00:00.000,1,,대림글래드마포,서울 마포구 마포대로 217,서울 마포구 아현동 686,2113001.0,1144010100.0,2022-09-28 10:36:00.000,1.0,154000,DIVE INTO ROSE
a_a000373,퀸스타운애견펜션,0,3,Y,2022-09-05 00:00:00.000,2022-09-07 00:00:00.000,4,,,경기 양평군 단월면 석산로 1539-10,경기 양평군 단월면 석산리 150-4,,,,1.0,400000,
a_a000828,테이크호텔,0,1,Y,2022-09-03 00:00:00.000,2022-09-04 00:00:00.000,2,,,경기 광명시 신기로 22,경기 광명시 일직동 512-3,,,,1.0,247600,
a_a001922,힐튼가든인 서울강남점,1,1,Y,2022-09-17 00:00:00.000,2022-09-18 00:00:00.000,3,1518700987.0,(주)스퀘어랩,서울 중구 통일로 92,서울 중구 순화동 1-170,3000008.0,1114016800.0,2022-09-01 19:36:00.000,1.0,357093,숙박비
a_a011721,스탠포드호텔 명동,1,1,Y,2022-10-25 00:00:00.000,2022-10-26 00:00:00.000,3,,TPI by Booking.com Amsterdam,,,,,2022-10-21 19:57:00.000,1.0,139969,
a_a002273,복포마을 별장,0,10,N,2022-09-24 00:00:00.000,2022-09-25 00:00:00.000,2,,,제탄 3길,,,,,,0,
a_a002468,김포한옥마을,0,6,N,2022-09-24 00:00:00.000,2022-09-25 00:00:00.000,5,,,신안리 109-38,,,,,,0,
a_a002222,호텔 GMS,1,1,Y,2022-09-22 00:00:00.000,2022-09-23 00:00:00.000,2,7428600224.0,(주)위드이노베이션,서울 강남구 봉은사로 479,,3122004.0,1168010500.0,2022-09-23 21:52:00.000,1.0,61589,HO스탠다드더블
a_a003525,레스케이프호텔,1,1,Y,2022-10-22 00:00:00.000,2022-10-23 00:00:00.000,2,2208742885.0,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713.0,1168010600.0,2022-09-25 10:05:00.000,1.0,264560,레스케이프 호텔
a_a001798,소노캄고양 웨스트타워,1,1,Y,2022-09-11 00:00:00.000,2022-09-12 00:00:00.000,4,,11번가,,,,,2022-08-11 00:00:00.000,1.0,422000,"소노캄고양(구 엠블호텔대명)경기도/고양/킨텍스/콘도/[옵션]입실일자:09월11일(일),객식타입:파밀리에스위트"
a_a001625,호텔자라,1,1,Y,2022-09-17 00:00:00.000,2022-09-18 00:00:00.000,3,1216664097.0,호텔자라,경기 가평군 가평읍 가화로 41-27,,3000142.0,4182025022.0,2022-09-17 19:40:00.000,1.0,130000,호텔비
a_a001367,곤지암리조트,1,4,Y,2022-08-27 00:00:00.000,2022-08-29 00:00:00.000,2,1078609325.0,(주)에스앤아이코퍼레이션,경기 광주시 도척면 도척윗로 278,,3211012.0,4161033026.0,2022-08-29 11:14:00.000,1.0,80000,곤지암 리조트 숙박료
a_a003364,신라스테이 서초,1,1,Y,2022-10-17 00:00:00.000,2022-10-18 00:00:00.000,3,2038143363.0,(주)호텔신라,서울 서초구 효령로 427,서울 서초구 서초동 1339-1,3121021.0,1165010800.0,2022-10-17 15:59:00.000,1.0,164720,
a_a001923,호텔도노,0,1,Y,2022-09-20 00:00:00.000,2022-09-21 00:00:00.000,1,,,경기 수원시 팔달구 신풍로 68,경기 수원시 팔달구 장안동 30-6,,,,,0,
a_a000675,대부도펜션시티,1,3,Y,2022-09-02 00:00:00.000,2022-09-04 00:00:00.000,4,1348718541.0,(주)대부도펜션시티,경기 안산시 단원구 공마루길 68-3,경기 안산시 단원구 대부동동 1567-77,4373020.0,4127311000.0,2022-09-02 18:49:00.000,3.0,390000,펜션비
a_a001056,코자요,1,11,Y,2022-09-03 00:00:00.000,2022-09-04 00:00:00.000,1,,에어비앤비,,,,,2022-08-28 19:19:00.000,1.0,33503,개인실 렌트비
a_a015233,파티오세븐,1,1,Y,2022-10-29 00:00:00.000,2022-10-30 00:00:00.000,1,7428600224.0,(주)위드이노베이션,서울 강남구 봉은사로 479,,3122004.0,1168010500.0,2022-10-26 17:23:00.000,1.0,225600,HO-스탠다드 트윈(랜덤배정)
a_a000450,썬오브글램핑,1,5,Y,2022-08-28 00:00:00.000,2022-08-29 00:00:00.000,2,1178185422.0,주식회사떠나요,서울 성동구 광나루로6길 54,서울 성동구 성수동2가 279-14,4109035.0,1120011500.0,2022-08-08 13:48:00.000,1.0,69000,(1박) 프리미엄동3
a_a000906,본동신동아아파트,0,10,Y,2022-08-22 00:00:00.000,2022-08-24 00:00:00.000,2,,,서울 동작구 매봉로 134,서울 동작구 본동 481,,,,,0,
a_a001962,블루마린관광호텔,1,1,Y,2022-09-16 00:00:00.000,2022-09-17 00:00:00.000,2,2208742885.0,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713.0,1168010600.0,2022-09-16 00:00:00.000,3.0,80000,인천월미도블루마린
a_a000123,뉴국제호텔,0,1,Y,2022-08-14 00:00:00.000,2022-08-15 00:00:00.000,4,,,서울 중구 세종대로22길 12,서울 중구 태평로1가 25-3,,,,2.0,135748,
a_a002286,호텔라엘르,1,1,Y,2022-09-21 00:00:00.000,2022-09-23 00:00:00.000,1,1558601981.0,주식회사야놀자클라우드코리아,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713.0,1168010600.0,2022-09-17 00:00:00.000,,0,고양(주교) 호텔 라엘르
a_a003441,에버랜드 홈브리지캐빈호스텔,3,4,Y,2022-10-11 00:00:00.000,2022-10-12 00:00:00.000,6,,홈브리지 캐빈호스텔,경기 용인시 처인구 포곡읍 에버랜드로 199,경기 용인시 처인구 포곡읍 가실리 392-1,3203081.0,4146125026.0,2022-09-18 00:00:00.000,1.0,429000,10월 에버랜드 용인 홈브리지 캐빈호스텔 본관 숙박+에버랜드1일4인 이용권
a_a000147,호텔그레이스리서울,10,1,,,,2,2018643663.0,호텔그레이스리서울,서울 중구 세종대로12길 12,,4103188.0,1114011700.0,2022-08-06 08:00:00.000,1.0,26400,호텔비
a_a005738,호텔 베르누이 서울,1,1,Y,2022-10-08 00:00:00.000,2022-10-09 00:00:00.000,2,7428600224.0,(주)위드이노베이션,서울 강남구 봉은사로 479,,3122004.0,1168010500.0,2022-09-26 00:05:00.000,1.0,96200,HO-슈페리어더블
a_a001702,아름다운펜션,0,3,Y,2022-09-09 00:00:00.000,2022-09-10 00:00:00.000,5,,,경기 포천시 영북면 산정호수로 906,경기 포천시 영북면 산정리 426,,,,5.0,249000,
a_a001448,L7 홍대,1,1,Y,2022-08-26 00:00:00.000,2022-08-27 00:00:00.000,2,7428600224.0,(주)위드이노베이션,서울 강남구 봉은사로 479,,3122004.0,1168010500.0,2022-08-02 00:03:00.000,1.0,242000,호텔비 HO-[나잇 TIME POO
a_a000642,베스트웨스턴프리미어 강남호텔,1,1,Y,2022-09-03 00:00:00.000,2022-09-04 00:00:00.000,1,2208742885.0,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713.0,1168010600.0,2022-08-15 01:55:00.000,1.0,126144,베스트웨스턴프리미어강남
a_a001105,에버리움펜션,1,3,Y,2022-09-03 00:00:00.000,2022-09-04 00:00:00.000,7,5248601528.0,네이버파이낸셜 주식회사,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713.0,1168010600.0,2022-07-15 09:29:00.000,1.0,390000,에비뉴1
a_a004186,에어비앤비,0,11,Y,2022-09-30 00:00:00.000,2022-10-01 00:00:00.000,1,,,성남동 3375번지 302호,,,,,1.0,109753,
a_a009466,얼레이호텔,0,1,Y,2022-11-05 00:00:00.000,2022-11-06 00:00:00.000,2,,,경기 용인시 기흥구 신정로 231,경기 용인시 기흥구 신갈동 536-23,,,,1.0,98057,
a_a000516,하나키즈풀빌라,1,3,Y,2022-08-21 00:00:00.000,2022-08-22 00:00:00.000,4,,가평코코키즈풀빌라,경기 가평군 가평읍 호반로 2083-29,경기 가평군 가평읍 이화리 88-4,3216049.0,4182025031.0,,1.0,429000,숙박비;미온수전객실(1회);전기그릴이용(1SET)
a_a013881,드림게스트하우스,1,7,Y,2022-10-30 00:00:00.000,2022-10-31 00:00:00.000,1,4118601799.0,토스페이먼츠주식회사,서울 강남구 테헤란로 131,서울 강남구 역삼동 647-9,3122010.0,1168010100.0,2022-10-26 22:45:00.000,1.0,25000,
a_a015818,곤지암리조트,1,4,Y,2022-11-03 00:00:00.000,2022-11-04 00:00:00.000,1,1078609325.0,(주)에스앤아이코퍼레이션,경기 광주시 도척면 도척윗로 278,,3211012.0,4161033026.0,2022-11-04 10:01:00.000,1.0,45000,리조트
a_a008658,프렌즈키즈풀빌라,1,3,Y,2022-10-28 00:00:00.000,2022-10-30 00:00:00.000,4,2118841856.0,주식회사티몬,서울 강남구 압구정로 118,서울 강남구 신사동 529-4,3122007.0,1168010700.0,2022-10-14 00:00:00.000,1.0,216720,(가을여행왔추)(포천시)포천프렌즈키즈풀빌라
a_a000195,김포국제공항 국내선,0,11,Y,2022-08-12 00:00:00.000,2022-08-12 00:00:00.000,1,,,서울 강서구 하늘길 112,서울 강서구 공항동 1373,,,,1.0,95800,
a_a003774,준게스트하우스,1,7,Y,2022-10-22 00:00:00.000,2022-10-24 00:00:00.000,1,1756700030.0,준게스트하우스,서울 마포구 와우산로29나길 24-3,서울 마포구 서교동 335-36,4139467.0,1144012000.0,2022-09-29 00:00:00.000,1.0,31000,여성전용 8인 도미토리
a_a009594,에어비앤비 호텔,0,1,Y,2022-10-22 00:00:00.000,2022-10-23 00:00:00.000,2,,,,,,,,1.0,150000,
a_a001935,S스테이호텔,1,1,Y,2022-09-09 00:00:00.000,2022-09-10 00:00:00.000,2,1438273145.0,유펠리스관리단,경기 수원시 팔달구 갓매산로71번길 21-6,경기 수원시 팔달구 매산로2가 27-6,4328010.0,4111513500.0,2022-09-09 20:15:00.000,1.0,61500,
a_a002573,나인트리호텔 명동,0,1,Y,2022-09-24 00:00:00.000,2022-09-25 00:00:00.000,4,,,서울 중구 명동10길 51,서울 중구 충무로2가 63-2,,,,1.0,170000,
a_a001090,롯데호텔월드,1,1,Y,2022-08-25 00:00:00.000,2022-08-27 00:00:00.000,3,,,,,,,2022-06-03 17:07:00.000,1.0,357520,HO-[그랜드 리-오프닝!
a_a012313,드라이브인 솔무인텔,1,2,Y,2022-10-28 00:00:00.000,2022-10-29 00:00:00.000,2,7428600224.0,(주)위드이노베이션,서울 강남구 봉은사로 479,,3122004.0,1168010500.0,2022-10-28 00:00:00.000,1.0,31500,포천드라이브인 솔 무인텔
a_a002219,서울앤호텔,10,1,,,,1,,서울앤호텔,,,,,,5.0,18203,호텔비
a_a000577,용인에버스트리트,0,3,Y,2022-08-19 00:00:00.000,2022-08-20 00:00:00.000,4,,,경기 용인시 처인구 포곡읍 곡현로 151,경기 용인시 처인구 포곡읍 유운리 311-17,,,,5.0,240000,
a_a006067,호텔코너인,1,1,Y,2022-10-08 00:00:00.000,2022-10-09 00:00:00.000,2,2208742885.0,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713.0,1168010600.0,2022-10-05 22:34:00.000,1.0,58500,송탄 호텔 코너
a_a008474,에버찜질사우나,1,11,N,2022-10-30 00:00:00.000,2022-10-31 00:00:00.000,1,3611400654.0,에버찜질사우나,경기 용인시 처인구 포곡읍 에버랜드로 65,경기 용인시 처인구 포곡읍 전대리 109-1,3203081.0,4146125027.0,2022-10-30 22:04:00.000,1.0,12000,대인남; 찜질복
a_a010290,와우호텔,1,1,Y,2022-10-30 00:00:00.000,2022-10-31 00:00:00.000,2,,잠실 와우,서울 송파구 오금로11길 7-10,서울 송파구 방이동 24-2,4169374.0,1171011100.0,2022-10-25 13:34:00.000,1.0,50000,스탠다드 도보전용(넷플릭스 이용가능 + 노하드 커플PC +헤드셋제공.차량이용불가)
a_a002091,나인트리프리미어호텔 서울판교,0,1,Y,2022-09-17 00:00:00.000,2022-09-18 00:00:00.000,3,,,경기 성남시 수정구 창업로 18,경기 성남시 수정구 시흥동 288-11,,,,1.0,129000,
a_a004019,라마다 호텔 인천,10,1,,,,2,,라마다 호텔 인천,소래역로12,,,,,1.0,26000,호텔비
a_a000990,소테츠프레사 인서울명동,1,1,Y,2022-08-27 00:00:00.000,2022-08-29 00:00:00.000,2,2208742885.0,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713.0,1168010600.0,2022-08-17 00:00:00.000,1.0,163000,소테츠 프레사인 서울 명동
a_a002458,호텔디엠,1,1,Y,2022-09-23 00:00:00.000,2022-09-24 00:00:00.000,3,2208742885.0,(주)야놀자,,,,,2022-09-19 19:51:00.000,1.0,100000,호텔DM
a_a001349,머큐어 앰배서더 서울 홍대,0,1,Y,2022-08-24 00:00:00.000,2022-08-25 00:00:00.000,2,,,서울 마포구 양화로 144,서울 마포구 동교동 162-5,,,,1.0,173300,
a_a004089,실로암연수원펜션,3,3,Y,2022-10-02 00:00:00.000,2022-10-03 00:00:00.000,2,,999-중복,,,,,2022-10-02 10:02:00.000,1.0,89900,(별관)206 a0040890020000001
a_a002672,빌라노빌레,0,3,Y,2022-09-24 00:00:00.000,2022-09-25 00:00:00.000,2,,,강원 춘천시 남산면 서천길 103-1,강원 춘천시 남산면 서천리 326-14,,,,5.0,255000,
c_c003316,한화리조트 산정호수안시,1,4,Y,2022-10-07 00:00:00.000,2022-10-08 00:00:00.000,10,1018130747.0,한화호텔앤드리조트(주),경기 포천시 영북면 산정호수로 402,경기 포천시 영북면 산정리 454-4,3213016.0,4165039023.0,2022-10-08 09:35:00.000,1.0,309000,
a_a005006,히든펜션,0,3,Y,2022-10-15 00:00:00.000,2022-10-16 00:00:00.000,6,,,경기 안산시 단원구 대호1길 19,,,,,1.0,320000,
a_a001251,가평프리미엄키즈풀빌라,2,3,Y,2022-08-26 00:00:00.000,2022-08-28 00:00:00.000,3,1138521083.0,엔에이치엔한국사이버결제 주식회사,서울 구로구 디지털로26길 72,서울 구로구 구로동 222-22,4148327.0,1153010200.0,2022-08-07 20:37:00.000,1.0,748000,
a_a002369,서부티앤디,10,1,,,,2,1068527420.0,(주)서부티엔디,서울 용산구 청파로20길 95,서울 용산구 한강로3가 40-969,4106354.0,1117012800.0,2022-09-19 06:56:00.000,1.0,84600,호텔비
a_a000293,스테이온디엣지 풀램핑,0,5,Y,2022-08-17 00:00:00.000,2022-08-19 00:00:00.000,4,,,경기 가평군 청평면 남이터길 52-35,경기 가평군 청평면 대성리 산 185-243,,,,4.0,530000,
a_a002239,서울신라호텔,0,1,Y,2022-09-25 00:00:00.000,2022-09-26 00:00:00.000,1,,,서울 중구 동호로 249,,,,,4.0,600000,
a_a000100,해밀한옥게스트하우스,0,7,Y,2022-08-13 00:00:00.000,2022-08-15 00:00:00.000,4,,,율곡로 10길 15-14,,,,,1.0,240300,
a_a000412,호텔이쁘다,1,1,Y,2022-08-20 00:00:00.000,2022-08-21 00:00:00.000,5,2208742885.0,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713.0,1168010600.0,2022-08-08 10:02:00.000,1.0,138000,양주 이쁘다
a_a002274,더드림호텔,1,1,Y,2022-10-02 00:00:00.000,2022-10-03 00:00:00.000,2,7428600224.0,(주)위드이노베이션,서울 강남구 봉은사로 479,,3122004.0,1168010500.0,2022-09-22 10:42:00.000,3.0,40000,MO-포천더드림 - 디럭스
a_a008115,더스테이트 선유,1,1,Y,2022-10-19 00:00:00.000,2022-10-20 00:00:00.000,1,7428600224.0,(주)위드이노베이션,서울 강남구 봉은사로 479,,3122004.0,1168010500.0,2022-10-15 00:00:00.000,1.0,84510,HO-[단독특가] 슈페리어
a_a002027,어거스트캠핑장,0,5,Y,2022-09-23 00:00:00.000,2022-09-24 00:00:00.000,3,,,경기 포천시 가산면 우금3길 142-29,경기 포천시 가산면 우금리 48-10,,,,4.0,190000,
a_a010235,포시즌스호텔서울,10,1,,,,1,1048529650.0,포시즌스호텔서울,서울 종로구 새문안로 97,,3005004.0,1111011700.0,2022-10-27 13:50:00.000,1.0,133000,호텔비
a_a002372,호텔씨하이,0,1,N,2022-09-25 00:00:00.000,2022-09-25 00:00:00.000,2,,,경기 시흥시 오이도로135번길 72,경기 시흥시 정왕동 2031-5,,,,,0,
a_a000070,신라스테이 광화문,0,1,Y,2022-08-12 00:00:00.000,2022-08-15 00:00:00.000,4,,,,,,,,1.0,692000,
a_a005698,용문산야영장,0,5,Y,2022-10-23 00:00:00.000,2022-10-24 00:00:00.000,1,,,경기 양평군 용문면 용문산로 684,경기 양평군 용문면 신점리 531-2,,,,5.0,35000,
a_a003436,엠앤럭키호텔,0,1,Y,2022-09-25 00:00:00.000,2022-09-26 00:00:00.000,1,,,서울 종로구 수표로22길 38,서울 종로구 돈의동 155,,,,5.0,50000,
a_a002018,이비스앰배서더호텔 인사동,1,1,Y,2022-09-18 00:00:00.000,2022-09-19 00:00:00.000,1,1018543274.0,(주)앰배스텔이비스앰배서더인사동,서울 종로구 삼일대로30길 31,,4100145.0,1111013300.0,2022-09-18 16:29:00.000,1.0,79943,호텔비
a_a000721,국립유명산자연휴양림,0,9,Y,2022-08-20 00:00:00.000,2022-08-21 00:00:00.000,4,,,경기 가평군 설악면 유명산길 79-53,,,,,1.0,84000,
a_a005215,레몬하우스,0,8,Y,2022-10-07 00:00:00.000,2022-10-08 00:00:00.000,2,,,수레안길 41번길 15-4,,,,,1.0,280000,
a_a011358,하센영인호텔,1,1,Y,2022-10-27 00:00:00.000,2022-10-28 00:00:00.000,2,1138521083.0,엔에이치엔한국사이버결제 주식회사,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713.0,1168010600.0,2022-10-23 00:00:00.000,3.0,57500,명동(충무로) 영인 호텔
a_a001081,콘래드 서울,0,1,Y,2022-08-20 00:00:00.000,2022-08-21 00:00:00.000,1,,,서울 영등포구 국제금융로 10,서울 영등포구 여의도동 23-1,,,,,0,
a_a015837,호텔더메이,2,1,Y,2022-11-04 00:00:00.000,2022-11-05 00:00:00.000,3,2208742885.0,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713.0,1168010600.0,2022-11-05 23:07:00.000,1.0,106000,
a_a011486,호텔AMA,1,1,Y,2022-10-28 00:00:00.000,2022-10-29 00:00:00.000,1,2208742885.0,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713.0,1168010600.0,2022-10-27 00:00:00.000,1.0,49000,안양AMA드라이브인HOTEL
a_a006074,앰배서더 서울풀만호텔,1,1,Y,2022-10-08 00:00:00.000,2022-10-09 00:00:00.000,2,,앰배서더 서울 풀만 호텔,서울 중구 동호로 287,,3005001.0,1114014400.0,2022-09-07 23:25:00.000,1.0,359000,[슈퍼 얼리버드]이그제큐티브킹1KING
a_a013688,인게스트하우스,1,7,Y,2022-10-29 00:00:00.000,2022-10-30 00:00:00.000,1,5278800686.0,주식회사 카카오페이,경기 성남시 분당구 판교역로 166,경기 성남시 분당구 백현동 532,3179025.0,4113511000.0,2022-10-06 10:18:00.000,1.0,30000,
a_a008217,웨스틴조선서울,0,1,Y,2022-10-14 00:00:00.000,2022-10-15 00:00:00.000,1,,,소공로 106,,,,,4.0,400000,
a_a009620,성남 호텔 DK,2,1,Y,2022-10-29 00:00:00.000,2022-10-30 00:00:00.000,2,5278800686.0,주식회사 카카오페이,경기 성남시 분당구 판교역로 152,경기 성남시 분당구 백현동 537,3179025.0,4113511000.0,2022-10-29 19:52:00.000,1.0,115000,
a_a000471,호텔포코,1,1,Y,2022-09-04 00:00:00.000,2022-09-05 00:00:00.000,1,2208742885.0,(주)야놀자,,,,,2022-08-30 18:05:00.000,1.0,89600,호텔포코 [초강력특가]스탠다드 더블(넷플릭스 스트리밍 서비스/개인ID필요)
d_d004095,채록지펜션,3,3,Y,2022-10-23 00:00:00.000,2022-10-24 00:00:00.000,2,2208742885.0,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713.0,1168010600.0,2022-10-23 16:47:00.000,1.0,49000,가평 채록지펜션
d_d000562,나인트리프리미어호텔 서울판교,1,1,Y,2022-08-29 00:00:00.000,2022-08-30 00:00:00.000,1,,HOTELS.COM,경기 성남시 수정구 창업로 18,,3351887.0,4113111500.0,2022-08-29 00:00:00.000,1.0,111351,나인트리 프리미어 호텔 서울 판교 스탠다드 더블룸
a_a000468,오크우드프리미어 인천,1,1,Y,2022-08-22 00:00:00.000,2022-08-23 00:00:00.000,3,7428600224.0,(주)위드이노베이션,서울 강남구 봉은사로 479,,3122004.0,1168010500.0,2022-06-25 00:03:00.000,1.0,167810,호텔비 HO-[단독!특가]스튜디오
a_a009744,코트야드 바이 메리어트 수원,1,1,Y,2022-10-23 00:00:00.000,2022-10-24 00:00:00.000,2,,코트야드바이메리어트수원,경기 수원시 영통구 광교호수공원로 320,,3350755.0,4111710400.0,2022-10-23 14:31:00.000,1.0,189785,호텔비
a_a001910,베스트웨스턴 하버파크호텔,1,1,Y,2022-09-24 00:00:00.000,2022-09-25 00:00:00.000,2,7428600224.0,(주)위드이노베이션,서울 강남구 봉은사로 479,,3122004.0,1168010500.0,2022-09-04 00:00:00.000,1.0,83754,HO-디럭스트윈(시티뷰)
a_a001870,그린힐펜션,1,3,Y,2022-09-26 00:00:00.000,2022-09-27 00:00:00.000,2,2208742885.0,(주)야놀자,,,,,2022-09-12 15:57:00.000,1.0,152600,포천그린힐펜션
a_a003995,한화리조트 용인베잔송,0,4,Y,2022-10-12 00:00:00.000,2022-10-13 00:00:00.000,3,,,경기 용인시 처인구 남사읍 봉무로153번길 79,경기 용인시 처인구 남사읍 봉무리 257-1,,,,4.0,71100,
a_a000094,코리아나호텔,0,1,Y,2022-08-12 00:00:00.000,2022-08-14 00:00:00.000,4,,,서울 중구 세종대로 135,서울 중구 태평로1가 61-7,,,,1.0,374000,
a_a003803,어반이스트호텔,1,1,Y,2022-10-09 00:00:00.000,2022-10-10 00:00:00.000,2,7428600224.0,(주)위드이노베이션,서울 강남구 봉은사로 479,,3122004.0,1168010500.0,2022-10-05 23:38:00.000,1.0,76650,HO-시티슈페리어트윈
a_a004173,을지로코업레지던스,1,1,Y,2022-10-21 00:00:00.000,2022-10-22 00:00:00.000,2,2208742885.0,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713.0,1168010600.0,2022-10-03 10:00:00.000,1.0,86000,을지로 코업 레지던스
a_a013696,바다해맞이펜션,0,3,Y,2022-10-29 00:00:00.000,2022-10-30 00:00:00.000,11,,,경기 안산시 단원구 고랫부리길 158-25,경기 안산시 단원구 대부남동 589,,,,2.0,450000,
a_a004237,소도호텔,1,1,Y,2022-10-08 00:00:00.000,2022-10-09 00:00:00.000,2,4238601564.0,소도호텔,경기 파주시 원앙길 8-8,경기 파주시 금촌동 45-19,4418622.0,4148010100.0,2022-10-08 22:09:00.000,1.0,110000,호텔비
a_a003921,호텔국도,0,1,Y,2022-10-09 00:00:00.000,2022-10-10 00:00:00.000,2,,,서울 중구 을지로 164,서울 중구 을지로4가 310,,,,1.0,104700,
a_a001271,인터컨티넨탈 서울코엑스,2,1,Y,2022-08-29 00:00:00.000,2022-08-30 00:00:00.000,2,1208514498.0,파르나스호텔(주),서울 강남구 봉은사로 524,,3122004.0,1168010500.0,2022-08-29 00:00:00.000,1.0,149000,
a_a000662,앰배서더서울풀만호텔,10,1,,,,2,2038143548.0,(주)서한사,서울 중구 동호로 287,,3005001.0,1114014400.0,2022-08-19 21:18:00.000,3.0,100000,호텔비
a_a001892,노보텔앰배서더 서울동대문호텔&레지던스,1,1,Y,2022-09-29 00:00:00.000,2022-09-30 00:00:00.000,2,1208757657.0,(주)케이티에스테이트,서울 중구 을지로 238,,3101006.0,1114014800.0,2022-09-29 14:47:00.000,1.0,178695,호텔비
a_a002001,S스테이호텔,1,1,Y,2022-09-08 00:00:00.000,2022-09-09 00:00:00.000,1,2208115770.0,나이스정보통신㈜,,,,,2022-09-05 16:54:00.000,1.0,50760,S 스테이 호텔 숙박비
a_a003056,가평 청춘 글램핑&카라반,1,5,Y,2022-09-28 00:00:00.000,2022-09-29 00:00:00.000,2,5248601528.0,네이버파이낸셜 주식회사,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021.0,4113510300.0,2022-09-22 00:00:00.000,1.0,135200,글램핑C
a_a001080,오월호텔AVE,1,1,Y,2022-09-04 00:00:00.000,2022-09-05 00:00:00.000,2,2208742885.0,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713.0,1168010600.0,2022-08-15 00:00:00.000,3.0,50000,여주5월AVE
a_a005989,토요코인호텔 영등포점,2,1,Y,2022-10-09 00:00:00.000,2022-10-10 00:00:00.000,4,,,,,,,2022-10-05 00:00:00.000,1.0,52000,
a_a004632,롯데시티호텔 마포,1,1,Y,2022-10-14 00:00:00.000,2022-10-15 00:00:00.000,2,2208115770.0,나이스정보통신㈜,,,,,2022-10-10 00:00:00.000,1.0,182289,LOTTE CITY HOTEL MAPO
a_a003162,이코노미호텔 인천부평점,1,1,Y,2022-10-08 00:00:00.000,2022-10-10 00:00:00.000,2,,이코노미 호텔 부평점,인천 부평구 부평대로296번길 88-6,인천 부평구 갈산동 168-10,4262370.0,2823710600.0,2022-10-08 15:00:00.000,1.0,59667,호텔비
a_a010504,파인트리글램핑&캠핑장,0,5,Y,2022-10-22 00:00:00.000,2022-10-23 00:00:00.000,2,,,경기 포천시 이동면 화동로 1925-63,경기 포천시 이동면 연곡리 932,,,,1.0,245000,
a_a001498,블루힐모텔,1,2,Y,2022-09-03 00:00:00.000,2022-09-04 00:00:00.000,1,7428600224.0,(주)위드이노베이션,서울 강남구 봉은사로 479,서울 강남구 삼성동 51-2,3122004.0,1168010500.0,2022-08-19 00:00:00.000,1.0,33200,[10%할인]평택 블루힐
a_a002097,폴로관광호텔,1,1,Y,2022-09-23 00:00:00.000,2022-09-24 00:00:00.000,2,2208742885.0,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713.0,1168010600.0,2022-09-11 16:48:00.000,,0,인천(소래포구) 폴로 호텔
